city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"ST PAUL","ST PAUL  W-1 P-23",,"","","",20,186,"Abstained","Abstained","Abstained",26765,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",48,124,"Abstained","Abstained","Abstained",2856,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",70,1216,"Voted","Voted","Abstained",25807,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"COLUMBUS","3F",,"","","",89,16,"Abstained","Voted","Abstained",12211,2,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",41,706,"Abstained","Abstained","Abstained",11954,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",19,185,"Abstained","Voted","Abstained",23820,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",50,770,"Voted","Voted","Abstained",10879,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"COLUMBUS","6A",,"","I","",89,403,"Abstained","Voted","Abstained",13266,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","3F",,"","I","",89,17,"Abstained","Voted","Abstained",22315,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",67,702,"Abstained","Voted","Abstained",12482,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","01-28",,"O","D","F",29,7,"Abstained","Voted","Abstained",24714,4,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",30,1226,"Abstained","Abstained","Abstained",23529,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Bridgeport","Colombus School",,"","D","F",56,7,"Voted","Voted",,5295,1,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"Raleigh","07-04",,"W","R","F",58,18,"Voted","Voted","Voted",55895,3,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-12",,"W","D","M",31,4,"Abstained","Voted","Abstained",9430,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Colombus School",,"","D","F",42,16,"Abstained","Abstained",,12060,2,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"DETROIT","",,"","","M",21,1210,"Abstained","Abstained","Abstained",26469,1,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",44,152,"Abstained","Voted","Abstained",2195,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-04",,"W","D","M",36,19,"Abstained","Voted","Abstained",57254,3,"Listed","No",0,"No","No","Yes","Yes","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",22,152,"Abstained","Abstained","Abstained",1952,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-12",,"W","R","M",27,5,"Abstained","Abstained","Abstained",8901,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",45,1211,"Voted","Voted","Abstained",26418,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Bridgeport","Colombus School",,"","D","M",41,20,"Abstained","Voted",,13940,4,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","F",26,41,"Abstained","Voted",,24774,1,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"DETROIT","",,"","","M",39,703,"Abstained","Abstained","Abstained",12325,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"Raleigh","07-01",,"W","I","F",42,14,"Abstained","Abstained","Abstained",53861,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6B",,"","","",89,402,"Abstained","Abstained","Abstained",20398,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6C",,"","I","",89,412,"Abstained","Abstained","Abstained",5040,1,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",43,1211,"Abstained","Abstained","Abstained",26373,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-37",,"B","D","M",64,9,"Voted","Voted","Voted",34900,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Bridgeport","Luis Munoz Marin S",,"","I","F",89,22,"Abstained","Abstained",,14206,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Raleigh","07-07",,"W","D","M",41,22,"Abstained","Abstained","Abstained",60600,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",48,29,"Voted","Voted","Abstained",530,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Voted","Voted",14940,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-01",,"O","I","M",21,2,"Abstained","Voted","Abstained",667,3,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","","",89,412,"Abstained","Voted","Abstained",6819,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",53,1220,"Voted","Voted","Abstained",22991,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"DETROIT","",,"","","M",29,1227,"Abstained","Abstained","Abstained",23668,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",24,151,"Abstained","Abstained","Abstained",3233,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-43",,"W","D","F",32,10,"Abstained","Voted","Abstained",42874,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","07-04",,"W","R","M",65,20,"Voted","Voted","Voted",57145,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","R","",89,412,"Voted","Voted","Voted",5897,1,"Listed","No",0,,,,"Yes",,"No","Treatment","Voted"
"DETROIT","",,"","","F",63,740,"Abstained","Abstained","Abstained",11025,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Bridgeport","Colombus School",,"","I","M",51,27,"Abstained","Abstained",,16230,4,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",27,121,"Abstained","Abstained","Abstained",3128,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","01-44",,"B","D","F",23,11,"Abstained","Voted","Abstained",44255,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","01-01",,"O","D","M",22,2,"Abstained","Voted","Abstained",502,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-43",,"W","D","M",49,10,"Abstained","Voted","Voted",42477,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Voted","Abstained",15801,1,"Listed","No",0,,,,,"Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",89,728,"Abstained","Abstained","Abstained",13310,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","07-07",,"W","R","F",78,21,"Voted","Voted","Voted",60198,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","07-09",,"W","R","M",46,24,"Abstained","Voted","Abstained",63002,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",41,1372,"Voted","Voted","Abstained",19187,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",32,1122,"Abstained","Voted","Abstained",7308,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",16577,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",39,769,"Abstained","Abstained","Abstained",13713,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",23524,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6B",,"","","",89,403,"Abstained","Voted","Abstained",21655,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","R","M",76,16,"Abstained","Voted",,12098,3,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"Bridgeport","Black Rock School",,"","I","M",31,24,"Abstained","Voted",,14922,2,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","M",85,1178,"Abstained","Voted","Abstained",28065,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"Raleigh","01-13",,"W","D","F",71,6,"Abstained","Voted","Voted",9659,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",57,1220,"Voted","Voted","Abstained",25108,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P-22",,"","","",44,191,"Voted","Voted","Voted",717,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-01",,"W","R","F",55,1,"Abstained","Voted","Abstained",22,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",29,1224,"Voted","Voted","Abstained",23574,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",38,1133,"Abstained","Voted","Abstained",4873,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-04",,"W","D","F",50,20,"Voted","Voted","Voted",56021,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","07-09",,"W","D","M",29,24,"Abstained","Abstained","Abstained",63506,3,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",82,769,"Abstained","Abstained","Abstained",13675,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",40,705,"Abstained","Voted","Abstained",12131,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","07-04",,"W","D","F",57,20,"Voted","Voted","Abstained",55454,2,"Listed","No",0,,,"No",,,"No","Control",
"Bridgeport","Luis Munoz Marin S",,"","D","M",67,2,"Voted","Voted",,3513,1,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"Raleigh","01-06",,"W","I","M",30,3,"Abstained","Voted","Abstained",4368,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-37",,"W","R","F",59,9,"Voted","Voted","Voted",34680,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"Raleigh","07-01",,"W","R","F",36,14,"Abstained","Abstained","Abstained",53524,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-07",,"W","R","M",46,22,"Abstained","Voted","Abstained",61660,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",57,1190,"Voted","Voted","Abstained",27011,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"DETROIT","",,"","","F",24,765,"Abstained","Abstained","Abstained",11461,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-28",,"W","D","M",64,8,"Voted","Voted","Abstained",24807,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"DETROIT","",,"","","M",38,742,"Abstained","Abstained","Abstained",11123,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",44,770,"Abstained","Abstained","Abstained",13531,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",34,748,"Abstained","Abstained","Abstained",14119,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",56,1226,"Abstained","Voted","Abstained",23626,3,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",54,712,"Abstained","Abstained","Abstained",11740,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",48,1206,"Voted","Voted","Abstained",26743,3,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","F",41,770,"Abstained","Abstained","Abstained",10877,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",48,748,"Voted","Voted","Abstained",14007,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"DETROIT","",,"","","M",51,1220,"Voted","Abstained","Abstained",25167,2,"Listed","No",0,"Yes","No",,"No","No","No","Treatment","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",26,124,"Abstained","Abstained","Abstained",13,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",41,121,"Abstained","Voted","Abstained",4094,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"DETROIT","",,"","","F",39,1371,"Abstained","Abstained","Abstained",19211,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",32,1372,"Voted","Voted","Abstained",19096,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",34,771,"Abstained","Voted","Abstained",13779,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","01-28",,"W","D","M",77,7,"Abstained","Voted","Abstained",24021,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment",
"Bridgeport","Colombus School",,"","D","F",24,16,"Abstained","Voted",,12069,1,"Listed","No",0,"No","No","Yes",,,"No","Treatment","Abstained"
"Raleigh","01-28",,"B","D","F",46,8,"Abstained","Abstained","Abstained",24691,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","07-07",,"W","I","F",41,21,"Voted","Voted","Voted",61288,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","5A",,"","I","",89,110,"Abstained","Voted","Abstained",12598,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",27,1117,"Abstained","Voted","Voted",8628,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","01-01",,"W","I","M",40,1,"Abstained","Abstained","Abstained",511,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",52,1110,"Abstained","Voted","Voted",22616,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","I","F",20,32,"Abstained","Abstained",,19556,2,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",28,151,"Abstained","Abstained","Abstained",3078,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6C",,"","I","",89,412,"Abstained","Abstained","Abstained",4406,4,"Listed","No",0,,,,,,"No","Control","Abstained"
"DETROIT","",,"","","F",41,1171,"Abstained","Voted","Abstained",27474,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","07-04",,"0","D","M",37,19,"Abstained","Abstained","Abstained",56871,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",65,706,"Voted","Voted","Abstained",11752,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",50,152,"Abstained","Abstained","Abstained",2700,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",26,1190,"Abstained","Abstained","Abstained",33632,1,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"Raleigh","01-12",,"W","D","F",27,4,"Abstained","Voted","Voted",9377,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-28",,"B","D","M",68,7,"Abstained","Voted","Abstained",24077,3,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",58,763,"Voted","Voted","Abstained",14530,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",76,1206,"Voted","Voted","Abstained",26621,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",24,105,"Abstained","Abstained","Abstained",4724,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",32,151,"Voted","Voted","Abstained",2716,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",39,1215,"Abstained","Voted","Abstained",26058,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",53,104,"Abstained","Voted","Abstained",5011,4,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",63,710,"Voted","Voted","Abstained",11727,2,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Voted"
"Raleigh","07-04",,"W","I","M",35,18,"Abstained","Voted","Abstained",55779,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",37,743,"Voted","Voted","Abstained",11232,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",34,186,"Voted","Voted","Voted",25162,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",30,137,"Abstained","Abstained","Abstained",7033,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","I","M",51,21,"Voted","Voted","Voted",60803,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-10",,"","","",82,113,"Abstained","Voted","Abstained",20254,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",52,1222,"Voted","Voted","Abstained",25305,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Voted"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",46,185,"Abstained","Voted","Abstained",23665,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","7C",,"","I","",89,702,"Abstained","Abstained","Abstained",10431,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",47,743,"Abstained","Abstained","Abstained",11152,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-12",,"W","D","F",44,5,"Abstained","Voted","Abstained",9376,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","01-37",,"W","D","M",53,9,"Abstained","Voted","Voted",34550,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"Raleigh","01-01",,"W","D","M",24,2,"Abstained","Abstained","Abstained",535,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",37,1211,"Voted","Voted","Abstained",25898,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"Raleigh","07-04",,"W","R","M",40,19,"Voted","Voted","Abstained",57459,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-12",,"W","D","M",39,4,"Abstained","Voted","Abstained",9458,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",69,712,"Abstained","Voted","Abstained",11798,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",51,103,"Voted","Voted","Voted",1214,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",33,152,"Abstained","Abstained","Abstained",2022,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",51,1211,"Abstained","Voted","Abstained",26511,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",30,1121,"Voted","Voted","Voted",22960,2,"Listed","No",0,"No","No","No","Yes","No","No","Treatment","Voted"
